Top1,Top1Summ1,Top1Summ2,Top1Keystone,Top1Xp,Top1Gold,Top2,Top2Summ1,Top2Summ2,Top2Keystone,Top2Xp,Top2Gold,Jungle1,Jungle1Summ1,Jungle1Summ2,Jungle1Keystone,Jungle1Xp,Jungle1Gold,Jungle2,Jungle2Summ1,Jungle2Summ2,Jungle2Keystone,Jungle2Xp,Jungle2Gold,Mid1,Mid1Summ1,Mid1Summ2,Mid1Keystone,Mid1Xp,Mid1Gold,Mid2,Mid2Summ1,Mid2Summ2,Mid2Keystone,Mid2Xp,Mid2Gold,Ad1,Ad1Summ1,Ad1Summ2,Ad1Keystone,Ad1Xp,Ad1Gold,Ad2,Ad2Summ1,Ad2Summ2,Ad2Keystone,Ad2Xp,Ad2Gold,Supp1,Supp1Summ1,Supp1Summ2,Supp1Keystone,Supp1Xp,Supp1Gold,Supp2,Supp2Summ1,Supp2Summ2,Supp2Keystone,Supp2Xp,Supp2Gold
75,4,12,8437,475.6,314.29999999999995,106,12,4,8005,375.7,212.9,203,11,4,8005,309.9,275.9,104,4,11,8008,263.70000000000005,228.8,238,4,14,8112,416.2,274.1,84,14,4,8010,507.9,290.2,145,7,4,9923,281,276,55,4,14,8128,299.5,237.4,99,4,14,8128,250.9,266.9,350,3,14,8214,292.29999999999995,166.3
122,4,6,8010,353.1,219.4,84,4,12,8010,426.29999999999995,255.39999999999998,254,4,11,9923,316.5,236.2,9,4,11,8112,327,253,10,3,11,8005,424.5,213,777,4,14,8010,464.1,244.3,29,4,7,8005,319.5,338.5,236,4,7,8005,279.79999999999995,295.1,57,4,14,8439,273.5,204.10000000000002,37,14,4,8229,290.1,176.1
92,4,12,8010,423.5,241,27,12,4,8439,450,242.1,80,4,11,8010,240,244.3,131,11,4,8112,307.7,270.1,99,14,4,8229,388.6,206.89999999999998,45,14,4,8112,281.6,162.5,22,7,4,8008,199.4,246.20000000000002,81,4,7,8010,297.4,353.4,111,7,4,8439,290.4,155.7,26,3,4,8214,274.7,215.7
75,12,6,8437,441.9,237.10000000000002,81,12,4,8128,469.5,278.3,5,4,11,8128,384.79999999999995,296.2,2,11,4,8010,369.79999999999995,303.7,131,4,14,8112,511.3,310.9,55,4,14,8128,398.5,253.89999999999998,21,7,4,8128,272.1,206.9,133,7,4,8005,288,225.3,117,4,14,8214,251.10000000000002,168.2,555,4,14,8439,293.4,193.60000000000002
875,4,12,8010,477.1,267.2,122,6,4,8010,444.6,244,141,11,4,8010,317.6,258.6,77,11,4,8010,281,303.8,38,14,4,8112,466.20000000000005,319.1,246,4,14,8112,414.9,232.39999999999998,236,4,7,8005,290.5,282.7,81,7,4,8021,289.20000000000005,248.39999999999998,54,14,4,8229,242.3,183.39999999999998,53,4,14,8439,252.8,190.9
223,12,4,8437,444.5,238.20000000000002,23,14,4,8008,442.6,290.6,141,11,4,8010,379.8,298.8,245,4,11,8128,222.89999999999998,187.7,105,4,14,8112,491.9,345.8,7,4,14,8112,341.5,156.4,67,7,4,8005,298.4,314.2,145,4,7,9923,372.4,333.2,201,4,14,8465,282.6,163.5,53,14,4,8360,276.5,211
114,14,4,8010,488.29999999999995,297.6,54,12,4,8229,417.4,261.6,28,11,4,8112,314.20000000000005,275.70000000000005,121,11,4,8128,388.1,349.5,69,12,4,8010,407,234.5,143,14,4,8229,488.3,302.6,202,4,7,8128,332.6,265.9,67,4,7,8005,318.7,406.8,50,4,14,8112,178.60000000000002,177,526,4,14,8439,287.20000000000005,227.9
114,14,4,8010,360.4,236.2,39,12,4,8010,512.8,349.2,121,11,4,8128,255.1,263.4,2,11,4,8124,320,317,127,3,4,8439,439.3,257.9,143,14,4,8229,422.9,295.1,202,4,7,8021,299.1,324,18,4,7,9923,300.6,290.8,53,14,4,8465,233.89999999999998,177.7,117,4,3,8214,252.70000000000002,235.89999999999998
6,12,4,8005,404.70000000000005,218.8,75,12,4,8229,473.29999999999995,215.20000000000002,5,11,4,9923,262.6,217.5,32,11,4,8128,248,248.2,1,14,4,8112,418.4,250.9,63,14,4,8229,502.6,349.3,67,4,7,8005,292.20000000000005,261.2,21,4,7,8021,283,276.6,25,4,14,8229,253.70000000000002,260.7,53,4,14,8439,259.7,175.89999999999998
122,4,14,8010,457.59999999999997,316.6,266,4,12,8010,405.9,191.7,6,11,4,8005,352.5,255.79999999999998,254,11,4,9923,382.9,287.1,517,4,14,8021,428.1,186.2,268,12,4,9923,468.3,306.8,145,7,4,8128,319.4,266,429,7,4,9923,284.20000000000005,225.3,497,4,14,8465,275.3,160.5,57,4,3,8437,260.1,161.2
84,4,12,8010,464.1,236.7,54,4,12,8437,451.3,217.7,120,11,6,8010,205,204.7,121,4,11,8128,440.8,457.1,55,4,14,8128,396.3,303.4,245,14,4,8112,382.6,272.6,22,7,4,8021,247.6,220.10000000000002,360,4,7,8010,258.6,212.2,99,4,21,8229,180.2,162.3,147,4,14,8128,207,149.3
236,4,12,8005,541.8,404.8,79,4,12,8230,411.20000000000005,202.3,120,11,4,8010,369.5,306.8,104,4,11,8230,307.29999999999995,290,517,14,4,8010,408.9,264.6,84,14,4,8010,502.6,318.9,18,7,4,9923,284.29999999999995,308.6,222,4,7,8008,283.6,220.9,412,14,4,8439,213.4,174.2,201,4,3,8439,281.9,176.2
122,4,6,8010,407,261.6,114,4,14,8010,441.6,324.3,77,4,11,8439,373.6,349.3,54,4,11,8112,341.20000000000005,273.8,245,12,4,8112,379.70000000000005,218.4,101,12,4,8229,487.1,321.4,145,7,4,9923,270.5,245.2,202,4,7,8128,276.5,279.79999999999995,34,4,3,8112,268.6,189.5,89,14,4,8439,267.6,212.9
876,14,4,8112,335.6,243.7,58,14,4,8005,487.8,366.2,107,11,4,8112,429.9,389,9,4,11,8128,367.9,276.9,101,12,4,8229,455.3,276.1,245,4,14,8112,470,356.3,110,4,7,8008,310.5,260.9,22,7,4,8008,303.9,258.5,350,3,14,8214,296.4,185.6,14,4,14,8229,297.3,256.1
98,12,4,8437,463.9,293.4,39,12,4,8010,318.1,282.2,56,11,4,8008,246.2,235.2,104,11,4,8230,303,272.20000000000005,235,4,21,8128,379.3,191.8,45,4,14,8229,426.6,219.5,202,14,4,8128,327.4,218.8,67,4,7,8005,259.3,209.89999999999998,127,4,14,8229,165,151.2,350,3,14,8214,261.9,164.8
240,12,4,8437,453.5,329.70000000000005,92,4,12,8010,491.8,336.1,77,4,11,8005,376.8,299.5,141,4,11,8010,436.7,364.4,91,14,4,8112,413.79999999999995,242.2,245,4,14,8112,440.9,268.29999999999995,161,4,7,8229,294.2,248.2,202,4,7,8128,288.3,229.1,350,3,14,8214,285.2,164.8,25,4,3,8214,278,189
122,4,12,8010,253.29999999999998,197.5,39,12,4,8010,501.7,391.70000000000005,141,11,4,8010,368.20000000000005,333.4,9,4,11,8124,356.6,284.8,91,14,4,8010,444.7,268.79999999999995,55,4,14,8112,500.29999999999995,279.4,119,4,7,9923,295.3,230.7,236,4,7,8005,328.1,398.1,235,4,21,8351,210.20000000000002,213.39999999999998,412,14,4,8439,213.2,230.10000000000002
41,4,12,8437,404,262.7,266,12,4,8010,476.4,249.5,11,4,11,8010,250,291.3,19,11,4,8005,286.6,388.6,29,4,14,9923,331.9,369.5,105,14,4,8112,411.5,309.1,67,4,7,8010,252.2,196,202,7,4,8128,223.7,267.9,267,14,4,8214,186.7,223.7,111,14,4,8439,230,210
62,14,4,8010,456.79999999999995,319.20000000000005,39,4,12,8010,313.4,183.5,121,11,4,8128,361.1,350.7,141,4,11,8010,303.9,257.5,31,4,14,8229,446.7,222.79999999999998,74,12,4,8229,457.9,236.20000000000002,145,4,7,9923,333.4,282.7,22,4,7,8008,279.5,172.89999999999998,267,14,4,8128,276.2,239.1,17,14,4,8128,173.7,167.1
516,4,12,8437,375.1,192.60000000000002,23,14,4,8008,376.6,238.9,59,11,4,8010,298.2,314.6,28,11,4,8112,368,334.6,112,21,4,8229,412,274.1,238,4,14,8112,400,284.6,202,4,7,8128,366.4,279.9,22,4,7,8005,263.9,360.1,99,4,14,8229,146.2,191.9,111,4,14,8439,295.29999999999995,210
58,12,4,8010,392.3,285.4,92,12,4,8010,426,255.10000000000002,876,11,4,8128,315,314.1,5,4,11,9923,411.1,314.20000000000005,777,14,4,8010,439.9,275.6,7,4,14,8112,455.79999999999995,279.29999999999995,360,7,4,8010,321.2,238.7,202,7,4,8128,303.4,317.7,143,4,14,8128,348.8,274.7,63,4,21,8128,325.3,262.7
106,4,12,8112,352.9,220.60000000000002,518,12,4,8112,515.9,334.6,254,11,4,9923,298.79999999999995,275.7,59,12,11,8010,302.9,320.1,13,4,14,8112,327.7,200,245,4,12,8112,486.40000000000003,406.3,119,7,4,8005,310.5,230.79999999999998,81,7,4,8128,343.79999999999995,298.4,143,14,4,8229,258.6,179.89999999999998,432,4,14,8112,320.2,230.60000000000002
39,4,12,8010,489.2,308.2,10,4,12,8005,386.9,210.4,11,11,4,8010,329.7,275.5,120,6,11,8010,351.1,311.5,115,4,14,8214,463,301.3,84,4,14,8010,411.29999999999995,281.9,236,4,7,8005,298.6,252.5,51,7,4,8021,336.6,293.6,12,14,4,8230,239.89999999999998,165,89,4,14,8439,256.2,199
55,14,4,8010,517.9000000000001,457.3,84,12,4,8021,324.9,251.10000000000002,526,4,11,8465,223.3,210.10000000000002,106,4,11,8005,285.4,255.20000000000002,238,4,14,8112,520.4,357.5,246,14,4,8112,307.8,163.2,21,7,4,8008,299.9,244.9,222,4,7,8008,261.3,284.6,147,6,14,8214,181.39999999999998,247.9,201,4,3,8465,290.6,199
420,4,12,8010,410.6,226.1,92,4,12,8010,502.5,333.9,245,4,11,8112,275.7,262.2,254,11,4,9923,275,251.3,103,4,14,8112,498.2,321.2,61,4,21,8230,475.9,278.9,145,4,7,9923,247.60000000000002,230.1,498,7,4,8008,284.1,267.2,412,4,3,8439,259.7,159.2,497,14,4,8439,284.1,170.3
31,4,14,8437,331.2,184.10000000000002,58,4,14,8005,460.1,359.6,254,4,11,9923,360.9,295.1,20,11,4,8230,324.8,352.29999999999995,25,14,4,8229,394.8,320.8,55,14,4,8128,402.7,236.7,145,7,4,9923,309.2,316.2,18,7,4,8005,277.2,318.9,53,4,14,8439,274.6,199.60000000000002,89,4,14,8437,310.9,205.8
223,4,12,8437,470.7,341.20000000000005,75,12,4,8437,439.1,235.89999999999998,56,11,3,8008,254.5,344.9,121,11,4,8112,267.2,247.7,134,4,14,8112,394.20000000000005,333.70000000000005,131,4,14,8230,284.1,176.60000000000002,22,4,7,8008,263.6,216.1,18,14,4,8005,208.8,268.7,412,4,14,8439,200.8,140.2,89,4,14,8439,219.3,199.10000000000002
133,4,14,8005,485.20000000000005,288.6,67,4,14,8005,317.4,205.1,121,4,11,8128,320.29999999999995,295.6,20,11,4,8230,252.2,196.6,84,14,4,8021,426.9,228.10000000000002,34,4,12,8112,452.40000000000003,214.3,21,7,4,8128,299.29999999999995,286.79999999999995,22,4,7,8229,281,249.8,875,14,4,8230,321.1,284.7,12,14,4,8439,265.8,152.9
240,4,12,8437,382.4,347.8,58,12,4,8005,435,359.5,427,11,4,8214,377.2,300.1,33,11,4,8439,285,261,157,14,4,8010,408.3,313.5,103,4,14,8112,402,307.2,22,7,4,8008,328,242.4,51,4,7,8021,314.9,270.1,111,4,14,8439,256.3,280.4,25,4,3,8229,258.7,187.6
77,4,12,8010,447.2,328.5,83,4,12,8437,484.29999999999995,267.7,120,11,6,8230,371.4,268.7,245,4,11,8128,311.5,265.5,157,4,14,8010,450.3,383,34,12,4,8112,387.6,268.5,145,7,4,9923,248.2,301.9,119,4,3,8128,266.6,292.7,526,4,14,8439,304.1,210,555,14,4,8439,230.8,208.1
8,12,4,8230,381.1,226.39999999999998,17,14,4,8112,474.1,313.29999999999995,133,11,4,8005,254.2,260.7,64,11,4,8010,326.6,301.1,92,14,4,8010,509.9,368.70000000000005,157,14,4,8010,381,254.7,18,7,4,9923,287.5,331.1,51,4,7,8021,252.8,329.2,235,4,3,8351,277.1,211.89999999999998,25,3,4,8230,203.2,201.10000000000002
98,12,4,8437,471.6,367.79999999999995,10,12,4,8005,428.20000000000005,262.3,254,11,4,8439,248.6,225.2,32,11,4,8439,300.5,238.7,238,14,4,8112,482,299.20000000000005,7,14,4,8112,412.6,290.3,67,7,4,9923,256.5,215.4,22,7,4,8008,274.8,217.9,147,14,4,8112,268.5,187.7,143,3,4,8229,249.79999999999998,181.8
39,4,12,8010,353,271.1,6,4,12,8005,499.8,282.1,245,4,11,8112,326.6,264.2,9,4,11,8128,360.20000000000005,352,7,14,4,8112,424.70000000000005,266.7,238,14,4,8112,428.2,286.7,222,4,7,8021,251.60000000000002,222.9,202,4,7,8021,300.2,292.8,99,14,4,8229,255.8,219.8,555,4,14,9923,246.7,192.5
114,12,4,8010,447.5,334,875,12,4,8010,392,238.4,80,4,11,8005,389.5,420.9,254,4,11,9923,340.9,240.2,105,4,14,8112,487,392.5,136,12,4,8230,369.9,231.3,29,4,7,9923,290.1,245.79999999999998,145,4,7,9923,271,259.3,147,4,3,8112,325,227.8,350,3,14,8214,259.6,176.5
98,4,12,8437,441.1,253,122,4,6,8010,358.8,286,427,11,4,8214,360.1,275.1,5,11,4,9923,341.5,367,63,4,3,8229,370.9,291.1,38,4,14,8112,362.3,327.9,81,4,7,8010,230.8,185,18,4,7,9923,380.4,485.79999999999995,432,14,4,8112,268,224,12,14,4,8439,210.8,204.3
54,4,12,8229,410.4,178.39999999999998,31,4,12,8437,471.8,238,245,11,4,8128,306,333.2,254,4,11,9923,326.9,266.7,63,14,4,8128,519.8,290.1,1,4,12,8112,442.3,242.7,523,4,7,8008,318.6,362,18,7,4,9923,258.9,245.4,25,4,3,8214,307.6,338.5,111,14,4,8439,203.89999999999998,188.8
777,12,4,8010,476.8,282.2,83,12,4,8010,377.79999999999995,212.2,245,4,11,8112,199.1,197.1,5,4,11,9923,312.79999999999995,331.1,84,14,4,8112,429.70000000000005,274.6,55,14,4,8010,387.2,374,202,4,7,8128,184.3,215.8,67,7,4,8008,263.6,338,147,4,3,8214,231.4,286.20000000000005,526,14,4,8439,231.3,317.5
75,12,4,8437,496.6,296.9,67,12,4,8005,401,242.8,2,4,11,8010,243.10000000000002,204.9,24,11,4,8005,296.6,292.1,4,6,4,9923,425,191.3,51,14,4,8005,466.7,243.39999999999998,235,4,7,8351,240.89999999999998,234.6,145,7,4,8010,266.5,246.6,89,4,14,8439,223.3,164.9,99,4,14,8229,326.7,271.4
17,4,14,8214,366.8,231.20000000000002,23,4,14,8008,287.6,215.5,104,11,4,8230,365,403.4,86,11,4,8010,293.1,265.4,4,12,4,8112,472.20000000000005,335.7,27,12,4,8010,476.5,321.2,202,4,7,8128,322.1,371.4,236,1,4,8005,333,422.79999999999995,89,4,14,8439,257.7,283.29999999999995,63,4,14,8128,267.6,290.3
266,12,4,8010,448,254.3,58,4,12,8010,451.6,231.10000000000002,120,11,6,8230,416,333.6,121,11,4,8112,300,247,238,14,4,8112,486.8,285.1,103,14,4,8112,424.7,202.9,81,4,12,8010,284.20000000000005,260.1,51,7,4,8021,330.6,435.8,17,14,4,8128,268.1,157.3,235,4,14,8128,283.20000000000005,193.60000000000002
164,4,12,8437,330.8,252.10000000000002,122,14,4,8010,450.29999999999995,387.1,20,11,4,8230,510.8,430.2,80,11,4,8128,275.8,255.2,79,4,14,8112,417.1,257.2,103,14,4,8112,439.5,241.5,119,4,7,8010,314,316.9,202,7,4,8128,290.4,225.5,111,4,14,8439,198.8,173.9,99,3,4,8229,252.2,148.5
23,6,4,8437,452.5,288.4,24,12,4,8010,415,267.5,154,4,11,8439,348.3,326.2,141,11,4,8112,400.6,288.4,91,14,4,8112,418.6,242.39999999999998,38,4,14,8112,398.2,260.3,18,4,7,8008,256.29999999999995,272.9,202,7,4,8021,234.2,221.3,53,4,14,8439,246.60000000000002,171.89999999999998,350,3,14,8214,232.1,158.5
875,4,12,8010,436.5,294.4,82,4,12,8010,407.29999999999995,218.1,11,11,4,8010,344.70000000000005,310.29999999999995,254,11,14,9923,328.3,306.20000000000005,127,4,21,8112,389.29999999999995,229.1,157,4,14,8010,487.70000000000005,343,51,7,4,8021,294.8,241.4,67,4,7,8005,330.7,341,526,4,14,8439,256.4,158.7,44,14,6,8437,255.5,151.7
86,12,4,8437,455.2,261.9,48,12,4,8437,404.20000000000005,199.10000000000002,11,4,11,8010,405.6,314.3,2,4,11,8010,328.6,244.8,777,14,4,8010,454.2,236.6,105,14,4,8112,472,288.2,51,7,4,8021,336.5,217,21,4,7,8229,313.9,252.79999999999998,101,4,7,8229,241.6,152.9,526,4,3,8229,250.6,184.3
31,4,12,8437,393.5,252.8,86,12,4,8010,476.5,287.79999999999995,80,11,4,8010,316.1,301,120,11,4,8010,394.7,370.8,157,14,4,8010,429.70000000000005,271.1,3,12,4,8439,431.20000000000005,256.6,236,7,4,8005,299.9,340.7,22,1,4,8008,313.4,321.1,99,14,4,8229,262.8,254.4,143,14,4,8229,223.20000000000002,194.1
122,6,4,8010,427.70000000000005,292.5,516,4,12,8437,467.20000000000005,248.8,121,11,4,8010,363.2,330.8,20,4,11,8230,231,250.89999999999998,55,14,4,8010,365,273.7,517,4,12,8021,291.6,240.5,110,7,4,8229,280.5,216.1,21,4,7,8005,316.9,369.4,63,14,4,8128,205.8,208.29999999999998,555,4,14,8439,293,238.3
106,4,12,8010,445.4,244.2,82,4,12,8010,443,243.6,77,11,4,8010,462.5,356.4,64,4,11,8112,261.4,221.2,8,4,14,8230,423.5,287.29999999999995,99,4,14,8229,448,287.6,96,7,4,8008,302,324.2,81,7,4,8010,275.1,275,79,4,14,8439,320.3,257.9,267,4,14,8214,281.2,169
133,4,14,8112,449.8,240.5,83,4,12,8010,452.8,269.7,113,11,4,8465,316.7,286.7,11,11,4,8008,296.4,238.60000000000002,99,21,4,8229,414.9,298.2,74,4,12,8128,446,262.3,51,4,7,8021,322.5,351,236,4,7,8008,274.3,208.60000000000002,63,3,4,8214,295.29999999999995,215.7,267,14,4,8214,283.3,128.1
86,4,14,8010,517.9,393.8,39,12,4,8010,376,297.1,141,4,11,8010,332.9,283.3,24,11,4,8010,355.70000000000005,260.4,84,4,14,8010,193.6,139.2,517,4,14,8010,525.4000000000001,331.7,18,4,3,9923,347.5,272.4,67,4,7,8005,343.5,263.8,555,4,14,8010,338.70000000000005,192.2,143,4,14,8229,236.6,189.5
10,4,12,8005,400.6,251.89999999999998,150,12,4,8005,299.20000000000005,222.1,421,6,11,9923,302.8,287.8,19,4,11,8005,253.9,261.2,22,14,4,8005,464.9,310.3,56,3,14,8008,349.8,168.4,18,7,4,9923,294.8,280.2,81,4,7,8010,301.5,226.6,99,14,4,8229,315.70000000000005,280.4,147,4,14,8229,259.7,205
41,4,12,8437,479.59999999999997,308.4,67,12,4,8005,420.29999999999995,307.70000000000005,9,4,11,8128,388.8,335.70000000000005,427,11,4,8214,323.7,235.89999999999998,777,4,14,8010,530.8,321.1,157,4,14,8021,446.3,277.70000000000005,18,7,4,8005,299,288.7,119,4,7,8010,313,385.1,50,4,14,8112,268,211.39999999999998,89,4,14,8439,253.10000000000002,202.5
17,14,4,8351,458.3,250.6,86,4,14,8010,448.29999999999995,255.8,33,11,6,8439,306.1,267.4,427,4,11,8214,362.7,344.3,238,4,14,8112,435.8,369.2,777,4,14,8010,474.6,320.3,145,7,4,9923,357.5,334.5,51,7,4,8021,369,268.2,267,14,4,8214,244.9,158.8,117,4,14,8214,280.8,157.60000000000002
41,12,4,8437,403.1,297.9,82,4,12,8010,542.3,378.29999999999995,64,11,4,8010,316.70000000000005,293.9,203,11,4,8005,364.20000000000005,308.4,245,14,4,8112,422.6,249.5,61,4,12,8230,414.2,260.7,81,4,7,8010,299,286.79999999999995,202,4,7,8021,320.7,272.9,267,4,14,8214,258.6,148.8,22,4,3,8229,236.4,188
54,12,4,8229,362.4,228.89999999999998,23,4,14,9923,418.90000000000003,335.3,77,4,11,8437,501.5,414.8,141,11,4,8010,375.7,362,157,4,14,8010,460.9,455.2,3,4,14,8439,343.1,248.3,115,12,4,8229,352.79999999999995,239.4,222,7,4,8008,295.20000000000005,291.1,29,4,14,9923,279.7,362.9,16,21,4,8214,221.7,184.8
98,4,12,8437,445.9,277.7,39,4,12,8010,442.5,343.29999999999995,2,11,4,8010,467.5,482.59999999999997,5,14,11,9923,285.79999999999995,337.9,38,12,4,8112,324.4,215.7,517,14,4,8021,478.8,318.1,22,7,4,8008,261.4,216,21,7,4,8128,315.1,313,555,4,14,9923,304.1,306,99,4,14,8229,266,237.8
6,12,4,8010,491.5,293.9,2,12,4,8010,442,262.4,72,4,11,8124,229.1,239,238,4,11,8112,317.2,264.6,142,4,14,8112,449,260.20000000000005,55,14,4,8112,444.6,339.7,202,7,4,8128,251,262.8,21,4,7,8005,239.4,327.6,43,4,3,8214,282.2,207.4,89,4,14,8439,319.6,230.8
41,4,14,8437,450.79999999999995,242.4,420,12,4,8010,514.7,278.5,11,11,4,8010,374.5,261.7,254,11,4,9923,330.8,278.1,142,4,14,8214,355.8,195.1,102,4,14,8128,376.7,246.3,22,6,4,8005,402.09999999999997,430.2,21,7,4,8229,241.8,182.8,99,4,7,8351,350.6,364.70000000000005,54,4,14,8229,269.7,168.3
1,4,12,8112,455.29999999999995,248.60000000000002,17,12,4,8437,397.3,201.8,104,4,11,8010,262.3,209.5,427,11,4,8214,333.5,277.20000000000005,55,4,14,8010,435.5,235.1,4,14,4,8112,442.2,295.9,222,4,7,8008,191.1,192.5,202,7,4,8128,321.3,333.7,89,3,4,8439,253,158.3,111,3,4,8439,263.1,236.79999999999998
54,4,12,8437,380,231.8,82,4,12,8010,405.2,277.3,6,11,4,8005,350.3,355.5,427,11,4,8214,396.5,328,268,21,4,8008,535.4,318.5,91,14,4,8010,425.5,330.4,222,7,4,8008,335.1,279.79999999999995,236,7,4,8005,252.7,231,117,4,14,8465,248.3,198.7,201,4,14,8439,291.6,164.7
62,12,4,8010,404.8,253.8,240,14,4,8010,501.5,365.8,64,11,14,8128,295.1,292.7,104,4,11,8230,378.79999999999995,340.3,55,4,14,8112,410.5,210.1,101,21,4,8229,432.4,287.6,202,21,4,8128,260.20000000000005,268.4,67,7,4,8005,267.3,224.6,163,3,4,8112,313.3,304.3,432,4,14,8112,262.29999999999995,194.9
246,12,4,8112,466.3,360.8,98,4,12,8437,383.1,190,11,4,11,8010,218.7,233.7,60,11,4,8112,276,243.8,68,4,14,8229,455.1,296.29999999999995,420,4,14,8010,340.3,249.6,21,4,7,8128,356.1,269.8,429,7,4,9923,278.5,382.3,63,4,14,8128,210.6,236.10000000000002,54,14,4,8229,304.2,242.39999999999998
164,14,12,8437,377.3,200.7,62,4,12,8010,480.4,233,141,4,11,8010,287.4,234,80,11,4,8010,372.7,368.9,91,4,14,8112,373,209.29999999999998,157,3,4,8010,494.6,411.8,81,7,4,8010,277.7,303,22,4,7,8008,319.4,245.39999999999998,63,4,14,8128,349.20000000000005,291.1,143,14,4,8229,215.3,209.7
54,12,4,8437,456.7,219.2,516,4,12,8437,412.7,293.20000000000005,9,11,4,8128,389.7,406.7,120,6,11,8010,466.4,353.7,131,14,4,8112,389.8,228,99,4,3,8112,435,289.7,67,4,7,8005,337.1,395.09999999999997,236,7,4,8005,342.70000000000005,400.2,40,4,14,8214,260.7,263,53,14,4,8439,205.8,173.3
84,4,14,8112,419.29999999999995,200.8,98,4,12,8437,493.3,308,32,11,4,8010,244.6,226.5,141,4,11,8010,113.4,151,51,4,14,8128,472.1,323.70000000000005,7,14,4,8112,491.29999999999995,207.9,202,7,4,8128,298.7,232.7,81,4,14,8010,311.1,292.6,111,14,4,8439,222.39999999999998,140.10000000000002,99,3,4,8229,274.7,204.2
14,12,4,8437,428.9,207.3,122,4,6,8230,414.4,250.5,64,4,11,8010,333.6,288.9,5,11,4,9923,268.5,266.9,112,12,4,8230,403.4,284.3,11,14,4,9923,466.2,325.6,81,7,4,8010,327.5,284.1,202,7,4,8128,325.2,278,412,4,14,8465,249.8,180.3,54,14,4,8229,292.5,245.5
83,12,6,8021,399.7,250.8,80,14,4,8010,427.40000000000003,271,131,11,4,8010,285.5,273.9,104,11,4,8230,384,274.4,101,1,4,8229,392.9,233.1,1,14,4,8112,461.4,335.79999999999995,222,7,4,8008,372.5,373.29999999999995,81,4,7,8010,378.7,275.7,235,4,14,8351,288.5,196.7,12,14,4,8230,253,253.8
3,14,12,8439,515.3,265.6,17,4,14,8005,403.8,204.6,77,6,11,8010,320.70000000000005,316.4,11,14,11,8008,269.9,262,238,4,14,8112,418.4,261.79999999999995,74,4,14,8229,395.29999999999995,201.4,96,4,7,8008,233.5,178.39999999999998,222,7,4,8008,255.6,274.1,350,4,14,8229,258.7,207.1,497,14,4,8465,261.6,197.5
82,4,14,8229,410.2,194.2,164,4,12,8437,426.8,198.4,48,11,4,8230,228.6,295.5,19,4,11,8437,228.7,214.39999999999998,91,4,14,8112,350.6,221.39999999999998,238,4,14,8112,478.6,344.6,51,7,4,8008,336.79999999999995,282.5,119,4,7,8010,298.79999999999995,272.7,63,4,3,8128,254.1,199.5,57,14,4,8439,181.9,175.6
875,4,14,8010,405.5,265.8,98,14,4,8437,382.2,231.8,19,4,11,8005,220.89999999999998,233.1,32,11,4,8010,278.2,262.7,142,14,4,8128,392.8,262.29999999999995,105,14,4,8112,325.3,182,51,7,4,8021,290.8,301.9,21,12,7,8008,319.7,228.8,63,14,4,8128,260.6,221.6,412,12,21,8437,240.7,203.3
164,4,12,8437,436.29999999999995,270,54,4,12,8437,412.5,205.3,517,11,4,8021,317.5,309.5,163,4,11,8128,367.5,276.5,112,4,14,8229,521.6,297.4,246,4,14,8112,426.3,236.29999999999998,202,7,4,8128,297.5,230.6,81,7,4,8010,365.9,339.9,25,14,4,8229,243.89999999999998,179.3,99,3,4,8229,266.79999999999995,235.3
122,4,6,8010,569.8,303.8,17,12,4,8437,455.3,293.8,11,14,11,9923,325.5,278.29999999999995,107,4,11,8010,472.4,346.5,238,4,14,8112,440.2,242,103,14,4,8112,485,307.3,22,7,4,8008,320.5,290.1,81,4,7,8010,306.2,355.1,63,14,4,8128,294.4,292.6,526,3,4,8439,241.9,211.7
150,12,4,8010,502,289.9,6,4,12,8005,553.9,325.7,19,4,11,8005,356.7,378.6,76,4,11,8128,327.7,383.4,1,4,14,8229,411.9,322.6,245,12,4,8112,379.4,251.7,236,4,7,8005,345.7,401.1,202,4,7,8021,266.7,347.79999999999995,143,4,14,8112,321,300.1,25,4,14,8229,255.1,240.20000000000002
98,14,4,8437,419.20000000000005,297.20000000000005,38,14,4,8112,450.09999999999997,299.9,120,11,6,8010,391.70000000000005,380.4,59,4,11,8010,312.6,255.3,61,14,4,8230,459.1,291,238,4,14,8112,482,267.7,202,7,4,8021,331.6,342.8,22,7,4,8008,274,227.3,16,21,4,8465,239.6,256.2,25,4,14,8112,244.3,201.5
266,12,4,8010,402.4,250.2,39,4,12,8010,550.7,415.9,245,4,11,8128,252.89999999999998,187.1,9,4,11,8229,342.9,269.6,3,4,12,8439,434,243.7,84,4,14,8021,471,328.8,67,4,7,8005,251.10000000000002,214.5,51,4,7,9923,336.9,348.7,12,4,14,8124,258.4,254.1,518,4,14,8229,307.8,270.8
92,12,4,8010,438.7,245.2,13,12,4,8230,475,269.2,77,4,11,8010,390.2,351.2,120,6,11,8010,351.3,362,147,4,12,8214,443.7,267.8,777,14,4,8021,495.4,279.20000000000005,22,4,7,8008,348,316.5,202,4,1,8021,288.6,284.2,57,14,4,8229,235.1,203,99,4,7,8229,283.4,256.1
